Serial No.,Date,Time,Device Name,tankpercent
1,27/01/2026,23:57:29,IIIT Pond,53
2,27/01/2026,23:52:29,IIIT Pond,53.1
3,27/01/2026,23:47:29,IIIT Pond,52.9
4,27/01/2026,23:42:29,IIIT Pond,53
5,27/01/2026,23:37:37,IIIT Pond,52.9
6,27/01/2026,23:32:29,IIIT Pond,52.9
7,27/01/2026,23:27:29,IIIT Pond,53.1
8,27/01/2026,23:22:29,IIIT Pond,53
9,27/01/2026,23:17:29,IIIT Pond,53
10,27/01/2026,23:12:29,IIIT Pond,53.1
11,27/01/2026,23:07:29,IIIT Pond,53
12,27/01/2026,23:02:38,IIIT Pond,53.1
13,27/01/2026,22:57:29,IIIT Pond,53.1
14,27/01/2026,22:52:30,IIIT Pond,53
15,27/01/2026,22:47:30,IIIT Pond,53.1
16,27/01/2026,22:42:30,IIIT Pond,53.1
17,27/01/2026,22:37:30,IIIT Pond,53.1
18,27/01/2026,22:32:30,IIIT Pond,53.1
19,27/01/2026,22:27:30,IIIT Pond,53.1
20,27/01/2026,22:22:30,IIIT Pond,53.1
21,27/01/2026,22:17:30,IIIT Pond,53
22,27/01/2026,22:12:30,IIIT Pond,53.1
23,27/01/2026,22:07:30,IIIT Pond,53.1
24,27/01/2026,22:02:30,IIIT Pond,53.1
25,27/01/2026,21:57:30,IIIT Pond,53
26,27/01/2026,21:52:30,IIIT Pond,53
27,27/01/2026,21:47:30,IIIT Pond,53
28,27/01/2026,21:42:30,IIIT Pond,53
29,27/01/2026,21:37:31,IIIT Pond,53.1
30,27/01/2026,21:32:31,IIIT Pond,53.1
31,27/01/2026,21:27:31,IIIT Pond,53.1
32,27/01/2026,21:22:31,IIIT Pond,53.1
33,27/01/2026,21:17:31,IIIT Pond,53
34,27/01/2026,21:12:31,IIIT Pond,53
35,27/01/2026,21:07:31,IIIT Pond,53.1
36,27/01/2026,21:02:31,IIIT Pond,53.1
37,27/01/2026,20:57:31,IIIT Pond,53
38,27/01/2026,20:52:39,IIIT Pond,53
39,27/01/2026,20:47:31,IIIT Pond,53.1
40,27/01/2026,20:42:31,IIIT Pond,53
41,27/01/2026,20:37:31,IIIT Pond,53
42,27/01/2026,20:32:31,IIIT Pond,53.1
43,27/01/2026,20:27:32,IIIT Pond,53
44,27/01/2026,20:22:32,IIIT Pond,53.1
45,27/01/2026,20:17:32,IIIT Pond,53.1
46,27/01/2026,20:12:32,IIIT Pond,53.1
47,27/01/2026,20:07:32,IIIT Pond,53.1
48,27/01/2026,20:02:32,IIIT Pond,53
49,27/01/2026,19:57:32,IIIT Pond,53.1
50,27/01/2026,19:52:32,IIIT Pond,53.1
51,27/01/2026,19:47:32,IIIT Pond,53.1
52,27/01/2026,19:42:32,IIIT Pond,53.1
53,27/01/2026,19:37:32,IIIT Pond,53.1
54,27/01/2026,19:32:32,IIIT Pond,53.1
55,27/01/2026,19:27:40,IIIT Pond,53.1
56,27/01/2026,19:22:32,IIIT Pond,53
57,27/01/2026,19:17:32,IIIT Pond,53
58,27/01/2026,19:12:33,IIIT Pond,53
59,27/01/2026,19:07:33,IIIT Pond,53
60,27/01/2026,19:02:33,IIIT Pond,53
61,27/01/2026,18:57:33,IIIT Pond,53
62,27/01/2026,18:52:33,IIIT Pond,53
63,27/01/2026,18:47:33,IIIT Pond,53
64,27/01/2026,18:42:33,IIIT Pond,53
65,27/01/2026,18:37:33,IIIT Pond,53
66,27/01/2026,18:32:33,IIIT Pond,53
67,27/01/2026,18:27:33,IIIT Pond,53
68,27/01/2026,18:22:33,IIIT Pond,53
69,27/01/2026,18:17:33,IIIT Pond,52.9
70,27/01/2026,18:12:34,IIIT Pond,52.9
71,27/01/2026,18:07:34,IIIT Pond,52.8
72,27/01/2026,18:02:34,IIIT Pond,52.8
73,27/01/2026,17:57:34,IIIT Pond,52.8
74,27/01/2026,17:52:34,IIIT Pond,52.8
75,27/01/2026,17:47:34,IIIT Pond,52.8
76,27/01/2026,17:42:34,IIIT Pond,52.8
77,27/01/2026,17:32:34,IIIT Pond,52.6
78,27/01/2026,17:27:34,IIIT Pond,52.6
79,27/01/2026,17:22:34,IIIT Pond,52.6
80,27/01/2026,17:17:34,IIIT Pond,52.6
81,27/01/2026,17:12:34,IIIT Pond,52.6
82,27/01/2026,17:07:34,IIIT Pond,52.6
83,27/01/2026,17:02:35,IIIT Pond,52.6
84,27/01/2026,16:57:35,IIIT Pond,52.5
85,27/01/2026,16:52:35,IIIT Pond,52.5
86,27/01/2026,16:47:35,IIIT Pond,52.5
87,27/01/2026,16:42:35,IIIT Pond,52.6
88,27/01/2026,16:37:35,IIIT Pond,52.5
89,27/01/2026,16:32:35,IIIT Pond,52.5
90,27/01/2026,16:27:35,IIIT Pond,52.5
91,27/01/2026,16:22:35,IIIT Pond,52.5
92,27/01/2026,16:17:35,IIIT Pond,52.5
93,27/01/2026,16:12:35,IIIT Pond,52.5
94,27/01/2026,16:07:35,IIIT Pond,52.4
95,27/01/2026,16:02:35,IIIT Pond,52.5
96,27/01/2026,15:57:36,IIIT Pond,52.4
97,27/01/2026,15:52:35,IIIT Pond,52.4
98,27/01/2026,15:47:36,IIIT Pond,52.5
99,27/01/2026,15:42:36,IIIT Pond,52.4
100,27/01/2026,15:37:36,IIIT Pond,64.3
101,27/01/2026,15:32:36,IIIT Pond,52.4
102,27/01/2026,15:27:36,IIIT Pond,52.4
103,27/01/2026,15:22:36,IIIT Pond,52.5
104,27/01/2026,15:17:36,IIIT Pond,52.4
105,27/01/2026,15:07:36,IIIT Pond,52.4
106,27/01/2026,15:02:36,IIIT Pond,52.5
107,27/01/2026,14:57:36,IIIT Pond,52.6
108,27/01/2026,14:52:36,IIIT Pond,52.5
109,27/01/2026,14:47:36,IIIT Pond,52.5
110,27/01/2026,14:42:37,IIIT Pond,76.3
111,27/01/2026,14:37:36,IIIT Pond,52.6
112,27/01/2026,14:32:36,IIIT Pond,52.6
113,27/01/2026,14:27:37,IIIT Pond,52.5
114,27/01/2026,14:22:37,IIIT Pond,52.6
115,27/01/2026,14:17:37,IIIT Pond,52.6
116,27/01/2026,14:12:37,IIIT Pond,52.6
117,27/01/2026,14:07:37,IIIT Pond,52.6
118,27/01/2026,14:02:37,IIIT Pond,52.5
119,27/01/2026,13:57:37,IIIT Pond,64.5
120,27/01/2026,13:52:37,IIIT Pond,64.5
121,27/01/2026,13:47:37,IIIT Pond,52.6
122,27/01/2026,13:42:37,IIIT Pond,52.7
123,27/01/2026,13:37:37,IIIT Pond,52.6
124,27/01/2026,13:32:37,IIIT Pond,52.7
125,27/01/2026,13:27:37,IIIT Pond,52.8
126,27/01/2026,13:17:37,IIIT Pond,52.8
127,27/01/2026,13:12:37,IIIT Pond,64.6
128,27/01/2026,13:07:38,IIIT Pond,52.8
129,27/01/2026,13:02:38,IIIT Pond,52.9
130,27/01/2026,12:57:38,IIIT Pond,52.8
131,27/01/2026,12:52:38,IIIT Pond,52.9
132,27/01/2026,12:47:48,IIIT Pond,52.8
133,27/01/2026,12:42:38,IIIT Pond,52.8
134,27/01/2026,12:37:38,IIIT Pond,52.9
135,27/01/2026,12:32:38,IIIT Pond,52.9
136,27/01/2026,12:27:38,IIIT Pond,52.8
137,27/01/2026,12:22:38,IIIT Pond,52.9
138,27/01/2026,12:17:38,IIIT Pond,52.9
139,27/01/2026,12:12:38,IIIT Pond,52.9
140,27/01/2026,12:07:38,IIIT Pond,52.9
141,27/01/2026,12:02:38,IIIT Pond,52.9
142,27/01/2026,11:57:39,IIIT Pond,52.9
143,27/01/2026,11:52:38,IIIT Pond,52.9
144,27/01/2026,11:47:39,IIIT Pond,52.9
145,27/01/2026,11:42:39,IIIT Pond,52.9
146,27/01/2026,11:37:39,IIIT Pond,52.9
147,27/01/2026,11:32:39,IIIT Pond,52.8
148,27/01/2026,11:27:39,IIIT Pond,52.8
149,27/01/2026,11:22:39,IIIT Pond,52.8
150,27/01/2026,11:17:39,IIIT Pond,52.8
151,27/01/2026,11:12:39,IIIT Pond,52.8
152,27/01/2026,11:07:39,IIIT Pond,52.9
153,27/01/2026,11:02:39,IIIT Pond,52.9
154,27/01/2026,10:57:39,IIIT Pond,52.9
155,27/01/2026,10:52:39,IIIT Pond,52.9
156,27/01/2026,10:47:39,IIIT Pond,52.9
157,27/01/2026,10:42:39,IIIT Pond,52.8
158,27/01/2026,10:37:39,IIIT Pond,52.8
159,27/01/2026,10:32:40,IIIT Pond,52.8
160,27/01/2026,10:22:40,IIIT Pond,52.8
161,27/01/2026,10:17:40,IIIT Pond,52.8
162,27/01/2026,10:12:40,IIIT Pond,52.8
163,27/01/2026,10:07:40,IIIT Pond,52.9
164,27/01/2026,10:02:40,IIIT Pond,52.8
165,27/01/2026,09:57:40,IIIT Pond,52.9
166,27/01/2026,09:52:40,IIIT Pond,52.8
167,27/01/2026,09:47:40,IIIT Pond,52.8
168,27/01/2026,09:42:40,IIIT Pond,52.9
169,27/01/2026,09:37:40,IIIT Pond,52.8
170,27/01/2026,09:32:40,IIIT Pond,52.8
171,27/01/2026,09:27:40,IIIT Pond,52.8
172,27/01/2026,09:22:48,IIIT Pond,52.7
173,27/01/2026,09:12:41,IIIT Pond,52.6
174,27/01/2026,09:07:41,IIIT Pond,52.7
175,27/01/2026,09:02:41,IIIT Pond,52.7
176,27/01/2026,08:57:41,IIIT Pond,52.6
177,27/01/2026,08:52:41,IIIT Pond,52.6
178,27/01/2026,08:47:41,IIIT Pond,52.6
179,27/01/2026,08:42:41,IIIT Pond,52.7
180,27/01/2026,08:37:41,IIIT Pond,52.8
181,27/01/2026,08:32:41,IIIT Pond,52.8
182,27/01/2026,08:27:41,IIIT Pond,52.9
183,27/01/2026,08:22:41,IIIT Pond,52.9
184,27/01/2026,08:17:41,IIIT Pond,52.9
185,27/01/2026,08:12:41,IIIT Pond,52.9
186,27/01/2026,08:07:41,IIIT Pond,52.9
187,27/01/2026,08:02:41,IIIT Pond,52.8
188,27/01/2026,07:57:41,IIIT Pond,52.9
189,27/01/2026,07:52:42,IIIT Pond,53
190,27/01/2026,07:47:41,IIIT Pond,52.9
191,27/01/2026,07:42:42,IIIT Pond,52.9
192,27/01/2026,07:37:42,IIIT Pond,52.9
193,27/01/2026,07:32:42,IIIT Pond,52.9
194,27/01/2026,07:27:42,IIIT Pond,52.9
195,27/01/2026,07:22:42,IIIT Pond,53
196,27/01/2026,07:17:42,IIIT Pond,52.9
197,27/01/2026,07:12:42,IIIT Pond,53
198,27/01/2026,07:07:42,IIIT Pond,53
199,27/01/2026,07:02:42,IIIT Pond,53
200,27/01/2026,06:57:42,IIIT Pond,52.9
201,27/01/2026,06:52:42,IIIT Pond,52.9
202,27/01/2026,06:47:44,IIIT Pond,52.9
203,27/01/2026,06:43:25,IIIT Pond,52.9
204,27/01/2026,06:37:46,IIIT Pond,52.9
205,27/01/2026,06:33:14,IIIT Pond,52.9
206,27/01/2026,06:22:43,IIIT Pond,52.9
207,27/01/2026,06:17:51,IIIT Pond,52.9
208,27/01/2026,06:12:44,IIIT Pond,53
209,27/01/2026,06:08:01,IIIT Pond,53
210,27/01/2026,06:02:44,IIIT Pond,53
211,27/01/2026,05:57:44,IIIT Pond,53
212,27/01/2026,05:52:44,IIIT Pond,53
213,27/01/2026,05:48:03,IIIT Pond,53
214,27/01/2026,05:42:43,IIIT Pond,53
215,27/01/2026,05:37:43,IIIT Pond,53
216,27/01/2026,05:32:43,IIIT Pond,53
217,27/01/2026,05:27:43,IIIT Pond,53.1
218,27/01/2026,05:22:43,IIIT Pond,53
219,27/01/2026,05:17:43,IIIT Pond,53
220,27/01/2026,05:12:51,IIIT Pond,53
221,27/01/2026,05:07:43,IIIT Pond,53
222,27/01/2026,05:02:43,IIIT Pond,52.9
223,27/01/2026,04:57:44,IIIT Pond,53
224,27/01/2026,04:52:44,IIIT Pond,53
225,27/01/2026,04:47:44,IIIT Pond,53
226,27/01/2026,04:42:44,IIIT Pond,53
227,27/01/2026,04:37:44,IIIT Pond,53
228,27/01/2026,04:32:44,IIIT Pond,53
229,27/01/2026,04:27:44,IIIT Pond,53
230,27/01/2026,04:22:44,IIIT Pond,53
231,27/01/2026,04:17:44,IIIT Pond,53
232,27/01/2026,04:12:44,IIIT Pond,53
233,27/01/2026,04:07:44,IIIT Pond,53
234,27/01/2026,04:02:44,IIIT Pond,53
235,27/01/2026,03:57:44,IIIT Pond,53
236,27/01/2026,03:52:44,IIIT Pond,53
237,27/01/2026,03:47:45,IIIT Pond,53
238,27/01/2026,03:42:45,IIIT Pond,53
239,27/01/2026,03:37:45,IIIT Pond,53.1
240,27/01/2026,03:32:45,IIIT Pond,53
241,27/01/2026,03:27:45,IIIT Pond,53
242,27/01/2026,03:22:45,IIIT Pond,53
243,27/01/2026,03:17:45,IIIT Pond,53.1
244,27/01/2026,03:12:45,IIIT Pond,53
245,27/01/2026,03:07:45,IIIT Pond,53
246,27/01/2026,03:02:45,IIIT Pond,53
247,27/01/2026,02:57:45,IIIT Pond,53
248,27/01/2026,02:52:45,IIIT Pond,53
249,27/01/2026,02:47:45,IIIT Pond,53
250,27/01/2026,02:42:45,IIIT Pond,53
251,27/01/2026,02:37:45,IIIT Pond,53
252,27/01/2026,02:32:45,IIIT Pond,53
253,27/01/2026,02:27:46,IIIT Pond,53
254,27/01/2026,02:22:46,IIIT Pond,53
255,27/01/2026,02:17:46,IIIT Pond,53
256,27/01/2026,02:12:46,IIIT Pond,53
257,27/01/2026,02:07:46,IIIT Pond,53
258,27/01/2026,02:02:46,IIIT Pond,53
259,27/01/2026,01:57:46,IIIT Pond,53
260,27/01/2026,01:52:46,IIIT Pond,53
261,27/01/2026,01:47:55,IIIT Pond,53
262,27/01/2026,01:42:46,IIIT Pond,53
263,27/01/2026,01:37:46,IIIT Pond,53.1
264,27/01/2026,01:32:46,IIIT Pond,53.1
265,27/01/2026,01:27:46,IIIT Pond,53
266,27/01/2026,01:22:46,IIIT Pond,53.1
267,27/01/2026,01:17:46,IIIT Pond,53.1
268,27/01/2026,01:12:55,IIIT Pond,53
269,27/01/2026,01:07:47,IIIT Pond,53
270,27/01/2026,01:02:47,IIIT Pond,53
271,27/01/2026,00:57:47,IIIT Pond,53
272,27/01/2026,00:52:47,IIIT Pond,53
273,27/01/2026,00:47:47,IIIT Pond,53
274,27/01/2026,00:42:47,IIIT Pond,53.1
275,27/01/2026,00:37:47,IIIT Pond,53.1
276,27/01/2026,00:32:47,IIIT Pond,53
277,27/01/2026,00:27:47,IIIT Pond,53
278,27/01/2026,00:22:47,IIIT Pond,53.1
279,27/01/2026,00:17:47,IIIT Pond,53
280,27/01/2026,00:12:47,IIIT Pond,53
281,27/01/2026,00:07:47,IIIT Pond,53.1
282,27/01/2026,00:02:47,IIIT Pond,53
283,26/01/2026,23:57:48,IIIT Pond,53.1
284,26/01/2026,23:52:48,IIIT Pond,53
285,26/01/2026,23:47:48,IIIT Pond,53.1
286,26/01/2026,23:42:48,IIIT Pond,53
287,26/01/2026,23:37:48,IIIT Pond,53.1
288,26/01/2026,23:32:48,IIIT Pond,53.1
289,26/01/2026,23:27:48,IIIT Pond,53.1
290,26/01/2026,23:22:48,IIIT Pond,53.1
291,26/01/2026,23:17:48,IIIT Pond,53.1
292,26/01/2026,23:12:48,IIIT Pond,53.1
293,26/01/2026,23:07:48,IIIT Pond,53
294,26/01/2026,23:02:48,IIIT Pond,53.1
295,26/01/2026,22:57:48,IIIT Pond,53.1
296,26/01/2026,22:52:48,IIIT Pond,53.1
297,26/01/2026,22:47:48,IIIT Pond,53.1
298,26/01/2026,22:42:49,IIIT Pond,53.1
299,26/01/2026,22:37:49,IIIT Pond,53.1
300,26/01/2026,22:32:49,IIIT Pond,53.1
301,26/01/2026,22:27:49,IIIT Pond,53
302,26/01/2026,22:22:49,IIIT Pond,53.1
303,26/01/2026,22:17:58,IIIT Pond,53.1
304,26/01/2026,22:12:49,IIIT Pond,53.1
305,26/01/2026,22:07:49,IIIT Pond,53.1
306,26/01/2026,22:02:49,IIIT Pond,53.1
307,26/01/2026,21:57:49,IIIT Pond,53.1
308,26/01/2026,21:52:49,IIIT Pond,53
309,26/01/2026,21:47:49,IIIT Pond,53
310,26/01/2026,21:42:57,IIIT Pond,53.1
311,26/01/2026,21:37:49,IIIT Pond,53.1
312,26/01/2026,21:32:49,IIIT Pond,53.1
313,26/01/2026,21:27:50,IIIT Pond,53.1
314,26/01/2026,21:22:50,IIIT Pond,53.1
315,26/01/2026,21:17:50,IIIT Pond,53.1
316,26/01/2026,21:12:50,IIIT Pond,53.1
317,26/01/2026,21:07:50,IIIT Pond,53.1
318,26/01/2026,21:02:50,IIIT Pond,53.1
319,26/01/2026,20:57:50,IIIT Pond,53.1
320,26/01/2026,20:52:50,IIIT Pond,53.1
321,26/01/2026,20:47:50,IIIT Pond,53.1
322,26/01/2026,20:42:50,IIIT Pond,53.1
323,26/01/2026,20:37:50,IIIT Pond,53.1
324,26/01/2026,20:32:50,IIIT Pond,53.1
325,26/01/2026,20:27:58,IIIT Pond,53.1
326,26/01/2026,20:22:50,IIIT Pond,53.1
327,26/01/2026,20:17:50,IIIT Pond,53.1
328,26/01/2026,20:12:51,IIIT Pond,53.1
329,26/01/2026,20:07:51,IIIT Pond,53.1
330,26/01/2026,20:02:51,IIIT Pond,53.1
331,26/01/2026,19:57:51,IIIT Pond,53.1
332,26/01/2026,19:52:51,IIIT Pond,53.1
333,26/01/2026,19:47:51,IIIT Pond,53.1
334,26/01/2026,19:42:51,IIIT Pond,53.1
335,26/01/2026,19:37:59,IIIT Pond,53.1
336,26/01/2026,19:32:52,IIIT Pond,53.1
337,26/01/2026,19:28:00,IIIT Pond,53.1
338,26/01/2026,19:22:51,IIIT Pond,53.1
339,26/01/2026,19:17:51,IIIT Pond,53.1
340,26/01/2026,19:12:51,IIIT Pond,53.2
341,26/01/2026,19:07:51,IIIT Pond,53.1
342,26/01/2026,19:02:51,IIIT Pond,53.1
343,26/01/2026,18:57:52,IIIT Pond,53.1
344,26/01/2026,18:52:52,IIIT Pond,53.1
345,26/01/2026,18:47:52,IIIT Pond,53.1
346,26/01/2026,18:42:52,IIIT Pond,53
347,26/01/2026,18:37:52,IIIT Pond,53
348,26/01/2026,18:33:00,IIIT Pond,53.1
349,26/01/2026,18:27:52,IIIT Pond,53.1
350,26/01/2026,18:22:52,IIIT Pond,53.1
351,26/01/2026,18:18:01,IIIT Pond,53.1
352,26/01/2026,18:12:52,IIIT Pond,53
353,26/01/2026,18:07:52,IIIT Pond,53.1
354,26/01/2026,18:03:01,IIIT Pond,53
355,26/01/2026,17:57:52,IIIT Pond,53.1
356,26/01/2026,17:52:52,IIIT Pond,53
357,26/01/2026,17:47:52,IIIT Pond,53
358,26/01/2026,17:42:53,IIIT Pond,53
359,26/01/2026,17:37:53,IIIT Pond,53
360,26/01/2026,17:32:53,IIIT Pond,53
361,26/01/2026,17:27:53,IIIT Pond,53.1
362,26/01/2026,17:22:53,IIIT Pond,53
363,26/01/2026,17:17:53,IIIT Pond,52.9
364,26/01/2026,17:12:53,IIIT Pond,53
365,26/01/2026,17:08:01,IIIT Pond,53
366,26/01/2026,17:02:53,IIIT Pond,52.9
367,26/01/2026,16:57:53,IIIT Pond,52.9
368,26/01/2026,16:53:02,IIIT Pond,53
369,26/01/2026,16:47:53,IIIT Pond,53
370,26/01/2026,16:42:53,IIIT Pond,53
371,26/01/2026,16:37:53,IIIT Pond,53
372,26/01/2026,16:32:53,IIIT Pond,52.9
373,26/01/2026,16:27:54,IIIT Pond,53
374,26/01/2026,16:22:54,IIIT Pond,53
375,26/01/2026,16:18:04,IIIT Pond,53
376,26/01/2026,16:12:54,IIIT Pond,53
377,26/01/2026,16:07:54,IIIT Pond,53
378,26/01/2026,16:02:54,IIIT Pond,53
379,26/01/2026,15:57:54,IIIT Pond,53
380,26/01/2026,15:52:54,IIIT Pond,52.9
381,26/01/2026,15:47:54,IIIT Pond,53
382,26/01/2026,15:42:54,IIIT Pond,52.9
383,26/01/2026,15:37:54,IIIT Pond,52.9
384,26/01/2026,15:32:54,IIIT Pond,52.9
385,26/01/2026,15:27:54,IIIT Pond,52.9
386,26/01/2026,15:22:54,IIIT Pond,52.9
387,26/01/2026,15:17:54,IIIT Pond,52.9
388,26/01/2026,15:12:55,IIIT Pond,52.9
389,26/01/2026,15:07:55,IIIT Pond,52.8
390,26/01/2026,15:03:03,IIIT Pond,52.9
391,26/01/2026,14:57:55,IIIT Pond,52.9
392,26/01/2026,14:52:55,IIIT Pond,52.9
393,26/01/2026,14:48:03,IIIT Pond,52.9
394,26/01/2026,14:42:55,IIIT Pond,52.8
395,26/01/2026,14:37:55,IIIT Pond,52.8
396,26/01/2026,14:32:55,IIIT Pond,52.8
397,26/01/2026,14:27:55,IIIT Pond,52.8
398,26/01/2026,14:22:55,IIIT Pond,52.8
399,26/01/2026,14:17:55,IIIT Pond,52.9
400,26/01/2026,14:13:04,IIIT Pond,52.8
401,26/01/2026,14:07:55,IIIT Pond,52.7
402,26/01/2026,14:02:55,IIIT Pond,52.8
403,26/01/2026,13:58:05,IIIT Pond,52.8
404,26/01/2026,13:52:56,IIIT Pond,52.8
405,26/01/2026,13:47:56,IIIT Pond,52.8
406,26/01/2026,13:43:04,IIIT Pond,52.8
407,26/01/2026,13:37:56,IIIT Pond,52.8
408,26/01/2026,13:32:56,IIIT Pond,52.9
409,26/01/2026,13:27:56,IIIT Pond,52.9
410,26/01/2026,13:22:56,IIIT Pond,52.9
411,26/01/2026,13:17:56,IIIT Pond,52.8
412,26/01/2026,13:12:56,IIIT Pond,52.9
413,26/01/2026,13:08:04,IIIT Pond,52.9
414,26/01/2026,13:02:56,IIIT Pond,52.9
415,26/01/2026,12:57:56,IIIT Pond,52.9
416,26/01/2026,12:53:04,IIIT Pond,52.9
417,26/01/2026,12:47:57,IIIT Pond,53
418,26/01/2026,12:42:56,IIIT Pond,53
419,26/01/2026,12:38:06,IIIT Pond,53
420,26/01/2026,12:32:57,IIIT Pond,53
421,26/01/2026,12:27:57,IIIT Pond,53
422,26/01/2026,12:22:57,IIIT Pond,52.9
423,26/01/2026,12:17:57,IIIT Pond,53
424,26/01/2026,12:12:57,IIIT Pond,53.1
425,26/01/2026,12:07:57,IIIT Pond,53
426,26/01/2026,12:02:57,IIIT Pond,53
427,26/01/2026,11:57:57,IIIT Pond,53
428,26/01/2026,11:52:57,IIIT Pond,53
429,26/01/2026,11:47:57,IIIT Pond,53
430,26/01/2026,11:42:57,IIIT Pond,53.1
431,26/01/2026,11:37:57,IIIT Pond,53
432,26/01/2026,11:32:57,IIIT Pond,53.1
433,26/01/2026,11:27:57,IIIT Pond,53
434,26/01/2026,11:23:06,IIIT Pond,53.1
435,26/01/2026,11:17:58,IIIT Pond,53
436,26/01/2026,11:12:58,IIIT Pond,53.1
437,26/01/2026,11:07:58,IIIT Pond,53.1
438,26/01/2026,11:02:58,IIIT Pond,53
439,26/01/2026,10:57:58,IIIT Pond,53
440,26/01/2026,10:52:58,IIIT Pond,53
441,26/01/2026,10:47:58,IIIT Pond,53
442,26/01/2026,10:42:58,IIIT Pond,53
443,26/01/2026,10:37:58,IIIT Pond,53
444,26/01/2026,10:33:06,IIIT Pond,53
445,26/01/2026,10:27:58,IIIT Pond,52.9
446,26/01/2026,10:22:58,IIIT Pond,52.9
447,26/01/2026,10:17:58,IIIT Pond,52.9
448,26/01/2026,10:12:58,IIIT Pond,52.9
449,26/01/2026,10:07:58,IIIT Pond,52.8
450,26/01/2026,10:03:17,IIIT Pond,52.9
451,26/01/2026,09:57:59,IIIT Pond,52.9
452,26/01/2026,09:52:59,IIIT Pond,52.9
453,26/01/2026,09:47:59,IIIT Pond,52.9
454,26/01/2026,09:42:59,IIIT Pond,52.9
455,26/01/2026,09:37:59,IIIT Pond,52.9
456,26/01/2026,09:33:08,IIIT Pond,52.9
457,26/01/2026,09:27:59,IIIT Pond,52.9
458,26/01/2026,09:22:59,IIIT Pond,52.9
459,26/01/2026,09:18:08,IIIT Pond,52.9
460,26/01/2026,09:12:59,IIIT Pond,52.9
461,26/01/2026,09:07:59,IIIT Pond,52.9
462,26/01/2026,09:02:59,IIIT Pond,52.9
463,26/01/2026,08:57:59,IIIT Pond,52.9
464,26/01/2026,08:52:59,IIIT Pond,52.9
465,26/01/2026,08:47:59,IIIT Pond,52.9
466,26/01/2026,08:43:00,IIIT Pond,52.9
467,26/01/2026,08:38:00,IIIT Pond,52.9
468,26/01/2026,08:33:00,IIIT Pond,52.9
469,26/01/2026,08:28:00,IIIT Pond,52.9
470,26/01/2026,08:23:00,IIIT Pond,52.9
471,26/01/2026,08:18:00,IIIT Pond,52.9
472,26/01/2026,08:13:00,IIIT Pond,52.9
473,26/01/2026,08:08:00,IIIT Pond,52.9
474,26/01/2026,08:03:00,IIIT Pond,52.9
475,26/01/2026,07:58:00,IIIT Pond,52.9
476,26/01/2026,07:53:00,IIIT Pond,52.9
477,26/01/2026,07:48:00,IIIT Pond,53
478,26/01/2026,07:43:00,IIIT Pond,52.9
479,26/01/2026,07:38:00,IIIT Pond,52.9
480,26/01/2026,07:33:00,IIIT Pond,52.9
481,26/01/2026,07:28:01,IIIT Pond,53
482,26/01/2026,07:23:01,IIIT Pond,52.9
483,26/01/2026,07:18:01,IIIT Pond,52.9
484,26/01/2026,07:13:01,IIIT Pond,53
485,26/01/2026,07:08:01,IIIT Pond,53
486,26/01/2026,07:03:01,IIIT Pond,53
487,26/01/2026,06:58:01,IIIT Pond,53
488,26/01/2026,06:53:01,IIIT Pond,53
489,26/01/2026,06:48:01,IIIT Pond,53
490,26/01/2026,06:43:01,IIIT Pond,53
491,26/01/2026,06:38:01,IIIT Pond,53
492,26/01/2026,06:33:01,IIIT Pond,53
493,26/01/2026,06:28:01,IIIT Pond,53
494,26/01/2026,06:23:01,IIIT Pond,53
495,26/01/2026,06:18:01,IIIT Pond,53
496,26/01/2026,06:13:02,IIIT Pond,53
497,26/01/2026,06:08:02,IIIT Pond,53
498,26/01/2026,06:03:02,IIIT Pond,53
499,26/01/2026,05:58:02,IIIT Pond,53
500,26/01/2026,05:53:02,IIIT Pond,53
501,26/01/2026,05:48:02,IIIT Pond,53
502,26/01/2026,05:43:02,IIIT Pond,53
503,26/01/2026,05:38:02,IIIT Pond,53
504,26/01/2026,05:33:02,IIIT Pond,53
505,26/01/2026,05:28:02,IIIT Pond,53
506,26/01/2026,05:23:02,IIIT Pond,53
507,26/01/2026,05:18:02,IIIT Pond,52.9
508,26/01/2026,05:13:02,IIIT Pond,53
509,26/01/2026,05:08:02,IIIT Pond,53
510,26/01/2026,05:03:03,IIIT Pond,53
511,26/01/2026,04:58:03,IIIT Pond,53
512,26/01/2026,04:53:03,IIIT Pond,53
513,26/01/2026,04:48:03,IIIT Pond,53
514,26/01/2026,04:43:03,IIIT Pond,53
515,26/01/2026,04:38:03,IIIT Pond,53
516,26/01/2026,04:33:03,IIIT Pond,53
517,26/01/2026,04:28:03,IIIT Pond,53
518,26/01/2026,04:23:03,IIIT Pond,53
519,26/01/2026,04:18:03,IIIT Pond,53
520,26/01/2026,04:13:03,IIIT Pond,53
521,26/01/2026,04:08:03,IIIT Pond,53
522,26/01/2026,04:03:03,IIIT Pond,53
523,26/01/2026,03:58:03,IIIT Pond,53
524,26/01/2026,03:53:03,IIIT Pond,53
525,26/01/2026,03:48:03,IIIT Pond,53
526,26/01/2026,03:43:04,IIIT Pond,53
527,26/01/2026,03:38:04,IIIT Pond,53
528,26/01/2026,03:33:04,IIIT Pond,53
529,26/01/2026,03:28:04,IIIT Pond,53
530,26/01/2026,03:23:04,IIIT Pond,53
531,26/01/2026,03:18:04,IIIT Pond,53
532,26/01/2026,03:13:04,IIIT Pond,53
