Serial No.,Date,Time,Device Name,tankpercent
70889,18/04/2025,20:41:12,IIIT Pond,26.8
70890,18/04/2025,20:36:12,IIIT Pond,26.7
70891,18/04/2025,20:32:02,IIIT Pond,26.7
70892,18/04/2025,20:26:12,IIIT Pond,26.7
70893,18/04/2025,20:21:12,IIIT Pond,26.7
70894,18/04/2025,20:16:12,IIIT Pond,45
70895,18/04/2025,20:11:13,IIIT Pond,26.6
70896,18/04/2025,20:01:13,IIIT Pond,26.7
70897,18/04/2025,19:56:13,IIIT Pond,26.7
70898,18/04/2025,19:51:13,IIIT Pond,26.7
70899,18/04/2025,19:46:13,IIIT Pond,63.3
70900,18/04/2025,19:41:13,IIIT Pond,26.6
70901,18/04/2025,19:36:13,IIIT Pond,26.7
70902,18/04/2025,19:31:13,IIIT Pond,26.6
70903,18/04/2025,19:26:13,IIIT Pond,26.7
70904,18/04/2025,19:21:13,IIIT Pond,26.6
70905,18/04/2025,19:16:14,IIIT Pond,26.7
70906,18/04/2025,19:11:14,IIIT Pond,26.7
70907,18/04/2025,19:06:14,IIIT Pond,26.6
70908,18/04/2025,19:01:14,IIIT Pond,26.6
70909,18/04/2025,18:56:14,IIIT Pond,26.6
70910,18/04/2025,18:51:14,IIIT Pond,26.6
70911,18/04/2025,18:41:14,IIIT Pond,26.6
70912,18/04/2025,18:36:14,IIIT Pond,81.6
70913,18/04/2025,18:31:14,IIIT Pond,26.6
70914,18/04/2025,18:26:14,IIIT Pond,26.6
70915,18/04/2025,18:21:35,IIIT Pond,44.9
70916,18/04/2025,18:16:14,IIIT Pond,26.3
70917,18/04/2025,18:11:14,IIIT Pond,26.5
70918,18/04/2025,18:01:15,IIIT Pond,26.5
70919,18/04/2025,17:56:15,IIIT Pond,26.5
70920,18/04/2025,17:51:15,IIIT Pond,26.5
70921,18/04/2025,17:46:15,IIIT Pond,26.5
70922,18/04/2025,17:36:15,IIIT Pond,26.5
70923,18/04/2025,17:31:15,IIIT Pond,44.8
70924,18/04/2025,17:26:15,IIIT Pond,26.5
70925,18/04/2025,17:21:15,IIIT Pond,44.8
70926,18/04/2025,17:16:15,IIIT Pond,26.5
70927,18/04/2025,17:11:15,IIIT Pond,26.5
70928,18/04/2025,17:06:15,IIIT Pond,44.8
70929,18/04/2025,17:01:15,IIIT Pond,26.4
70930,18/04/2025,16:51:15,IIIT Pond,26.3
70931,18/04/2025,16:46:15,IIIT Pond,26.3
70932,18/04/2025,16:31:16,IIIT Pond,81.5
70933,18/04/2025,16:26:16,IIIT Pond,44.6
70934,18/04/2025,16:21:16,IIIT Pond,26.1
70935,18/04/2025,16:16:16,IIIT Pond,26
70936,18/04/2025,16:11:16,IIIT Pond,26.1
70937,18/04/2025,16:06:26,IIIT Pond,26.1
70938,18/04/2025,16:01:16,IIIT Pond,26.1
70939,18/04/2025,15:56:16,IIIT Pond,26.1
70940,18/04/2025,15:51:27,IIIT Pond,26.1
70941,18/04/2025,15:46:25,IIIT Pond,26
70942,18/04/2025,15:41:16,IIIT Pond,26.1
70943,18/04/2025,15:36:16,IIIT Pond,26
70944,18/04/2025,15:31:16,IIIT Pond,26
70945,18/04/2025,15:26:16,IIIT Pond,62.9
70946,18/04/2025,15:21:35,IIIT Pond,25.9
70947,18/04/2025,15:16:16,IIIT Pond,25.9
70948,18/04/2025,15:06:38,IIIT Pond,81.5
70949,18/04/2025,15:01:37,IIIT Pond,63
70950,18/04/2025,14:56:26,IIIT Pond,25.8
70951,18/04/2025,14:51:17,IIIT Pond,25.9
70952,18/04/2025,14:46:27,IIIT Pond,62.9
70953,18/04/2025,14:41:17,IIIT Pond,25.8
70954,18/04/2025,14:36:17,IIIT Pond,25.9
70955,18/04/2025,14:26:17,IIIT Pond,25.8
70956,18/04/2025,14:21:17,IIIT Pond,81.5
70957,18/04/2025,14:16:17,IIIT Pond,63
70958,18/04/2025,14:11:17,IIIT Pond,26.1
70959,18/04/2025,14:06:17,IIIT Pond,25.9
70960,18/04/2025,13:56:27,IIIT Pond,44.5
70961,18/04/2025,13:51:17,IIIT Pond,26
70962,18/04/2025,13:46:17,IIIT Pond,25.9
70963,18/04/2025,13:41:28,IIIT Pond,25.9
70964,18/04/2025,13:36:28,IIIT Pond,62.9
70965,18/04/2025,13:31:18,IIIT Pond,44.4
70966,18/04/2025,13:26:38,IIIT Pond,26
70967,18/04/2025,13:21:18,IIIT Pond,25.9
70968,18/04/2025,13:16:18,IIIT Pond,63
70969,18/04/2025,13:11:18,IIIT Pond,25.9
70970,18/04/2025,13:06:18,IIIT Pond,26
70971,18/04/2025,13:01:18,IIIT Pond,62.9
70972,18/04/2025,12:56:18,IIIT Pond,25.9
70973,18/04/2025,12:46:18,IIIT Pond,26
70974,18/04/2025,12:41:18,IIIT Pond,26
70975,18/04/2025,12:36:18,IIIT Pond,26.1
70976,18/04/2025,12:31:18,IIIT Pond,44.5
70977,18/04/2025,12:21:39,IIIT Pond,26.1
70978,18/04/2025,12:16:19,IIIT Pond,63
70979,18/04/2025,12:11:28,IIIT Pond,25.9
70980,18/04/2025,12:01:19,IIIT Pond,25.9
70981,18/04/2025,11:57:28,IIIT Pond,44.6
70982,18/04/2025,11:51:28,IIIT Pond,26
70983,18/04/2025,11:46:19,IIIT Pond,26.1
70984,18/04/2025,11:41:29,IIIT Pond,26.1
70985,18/04/2025,11:36:19,IIIT Pond,44.5
70986,18/04/2025,11:31:29,IIIT Pond,26
70987,18/04/2025,11:26:19,IIIT Pond,44.5
70988,18/04/2025,11:21:39,IIIT Pond,44.4
70989,18/04/2025,11:16:19,IIIT Pond,62.9
70990,18/04/2025,11:11:38,IIIT Pond,26
70991,18/04/2025,11:06:19,IIIT Pond,25.9
70992,18/04/2025,11:01:29,IIIT Pond,25.9
70993,18/04/2025,10:56:19,IIIT Pond,63
70994,18/04/2025,10:51:20,IIIT Pond,26
70995,18/04/2025,10:47:00,IIIT Pond,26
70996,18/04/2025,10:41:20,IIIT Pond,25.9
70997,18/04/2025,10:36:20,IIIT Pond,26
70998,18/04/2025,10:31:20,IIIT Pond,25.9
70999,18/04/2025,10:26:20,IIIT Pond,26.3
71000,18/04/2025,10:16:20,IIIT Pond,28.7
71001,18/04/2025,10:11:20,IIIT Pond,30.9
71002,18/04/2025,10:06:20,IIIT Pond,31.1
71003,18/04/2025,10:01:20,IIIT Pond,31.2
71004,18/04/2025,09:56:20,IIIT Pond,31.1
71005,18/04/2025,09:51:20,IIIT Pond,65.5
71006,18/04/2025,09:46:20,IIIT Pond,31.1
71007,18/04/2025,09:41:20,IIIT Pond,31.1
71008,18/04/2025,09:36:20,IIIT Pond,31.1
71009,18/04/2025,09:31:21,IIIT Pond,31.2
71010,18/04/2025,09:26:21,IIIT Pond,31.2
71011,18/04/2025,09:21:21,IIIT Pond,31.1
71012,18/04/2025,09:16:21,IIIT Pond,31.2
71013,18/04/2025,09:11:21,IIIT Pond,31.1
71014,18/04/2025,09:06:21,IIIT Pond,65.5
71015,18/04/2025,09:01:21,IIIT Pond,31.3
71016,18/04/2025,08:51:21,IIIT Pond,31.1
71017,18/04/2025,08:46:21,IIIT Pond,31.3
71018,18/04/2025,08:41:21,IIIT Pond,65.6
71019,18/04/2025,08:36:21,IIIT Pond,31.3
71020,18/04/2025,08:31:21,IIIT Pond,31.3
71021,18/04/2025,08:26:21,IIIT Pond,31.2
71022,18/04/2025,08:21:21,IIIT Pond,31.3
71023,18/04/2025,08:16:21,IIIT Pond,31.3
71024,18/04/2025,08:11:22,IIIT Pond,31.2
71025,18/04/2025,08:06:22,IIIT Pond,31.2
71026,18/04/2025,08:01:22,IIIT Pond,31.3
71027,18/04/2025,07:56:22,IIIT Pond,31.3
71028,18/04/2025,07:51:22,IIIT Pond,31.3
71029,18/04/2025,07:46:22,IIIT Pond,31.4
71030,18/04/2025,07:41:22,IIIT Pond,65.4
71031,18/04/2025,07:36:22,IIIT Pond,31.3
71032,18/04/2025,07:32:06,IIIT Pond,31.4
71033,18/04/2025,07:26:21,IIIT Pond,31.4
71034,18/04/2025,07:21:21,IIIT Pond,31.3
71035,18/04/2025,07:16:21,IIIT Pond,31.4
71036,18/04/2025,07:11:21,IIIT Pond,31.4
71037,18/04/2025,07:06:21,IIIT Pond,31.3
71038,18/04/2025,07:01:21,IIIT Pond,31.4
71039,18/04/2025,06:56:21,IIIT Pond,31.4
71040,18/04/2025,06:51:21,IIIT Pond,31.4
71041,18/04/2025,06:46:21,IIIT Pond,31.4
71042,18/04/2025,06:41:21,IIIT Pond,31.5
71043,18/04/2025,06:36:22,IIIT Pond,31.5
71044,18/04/2025,06:31:22,IIIT Pond,31.4
71045,18/04/2025,06:26:22,IIIT Pond,31.5
71046,18/04/2025,06:21:22,IIIT Pond,31.2
71047,18/04/2025,06:16:22,IIIT Pond,31.4
71048,18/04/2025,06:11:22,IIIT Pond,31.5
71049,18/04/2025,06:06:22,IIIT Pond,48.4
71050,18/04/2025,06:01:22,IIIT Pond,31.5
71051,18/04/2025,05:56:22,IIIT Pond,31.5
71052,18/04/2025,05:51:22,IIIT Pond,31.4
71053,18/04/2025,05:46:22,IIIT Pond,31.4
71054,18/04/2025,05:41:22,IIIT Pond,31.5
71055,18/04/2025,05:36:22,IIIT Pond,31.4
71056,18/04/2025,05:31:23,IIIT Pond,31.4
71057,18/04/2025,05:26:23,IIIT Pond,31.5
71058,18/04/2025,05:21:23,IIIT Pond,31.5
71059,18/04/2025,05:16:23,IIIT Pond,31.4
71060,18/04/2025,05:11:23,IIIT Pond,31.5
71061,18/04/2025,05:06:23,IIIT Pond,31.4
71062,18/04/2025,05:01:23,IIIT Pond,31.5
71063,18/04/2025,04:56:23,IIIT Pond,31.5
71064,18/04/2025,04:51:23,IIIT Pond,48.5
71065,18/04/2025,04:46:23,IIIT Pond,31.5
71066,18/04/2025,04:41:32,IIIT Pond,31.4
71067,18/04/2025,04:36:24,IIIT Pond,31.4
71068,18/04/2025,04:31:24,IIIT Pond,31.4
71069,18/04/2025,04:26:24,IIIT Pond,31.5
71070,18/04/2025,04:21:24,IIIT Pond,31.5
71071,18/04/2025,04:16:24,IIIT Pond,31.5
71072,18/04/2025,04:11:24,IIIT Pond,31.4
71073,18/04/2025,04:06:24,IIIT Pond,31.4
71074,18/04/2025,04:01:25,IIIT Pond,31.4
71075,18/04/2025,03:56:25,IIIT Pond,31.5
71076,18/04/2025,03:51:25,IIIT Pond,31.4
71077,18/04/2025,03:46:25,IIIT Pond,31.4
71078,18/04/2025,03:41:24,IIIT Pond,31.5
71079,18/04/2025,03:36:24,IIIT Pond,31.5
71080,18/04/2025,03:31:24,IIIT Pond,31.4
71081,18/04/2025,03:26:24,IIIT Pond,65.7
71082,18/04/2025,03:21:25,IIIT Pond,31.4
71083,18/04/2025,03:17:03,IIIT Pond,31.4
71084,18/04/2025,03:11:24,IIIT Pond,31.4
71085,18/04/2025,03:06:25,IIIT Pond,31.4
71086,18/04/2025,03:01:25,IIIT Pond,31.3
71087,18/04/2025,02:56:25,IIIT Pond,31.4
71088,18/04/2025,02:51:25,IIIT Pond,31.4
71089,18/04/2025,02:46:25,IIIT Pond,31.3
71090,18/04/2025,02:41:25,IIIT Pond,31.4
71091,18/04/2025,02:36:25,IIIT Pond,31.4
71092,18/04/2025,02:31:25,IIIT Pond,31.4
71093,18/04/2025,02:26:25,IIIT Pond,31.4
71094,18/04/2025,02:21:25,IIIT Pond,82.8
71095,18/04/2025,02:16:25,IIIT Pond,31.4
71096,18/04/2025,02:11:25,IIIT Pond,31.4
71097,18/04/2025,02:06:25,IIIT Pond,31.5
71098,18/04/2025,02:01:25,IIIT Pond,31.4
71099,18/04/2025,01:56:25,IIIT Pond,82.8
71100,18/04/2025,01:51:25,IIIT Pond,31.5
71101,18/04/2025,01:46:26,IIIT Pond,31.4
71102,18/04/2025,01:41:26,IIIT Pond,31.4
71103,18/04/2025,01:36:26,IIIT Pond,31.4
71104,18/04/2025,01:31:26,IIIT Pond,31.4
71105,18/04/2025,01:26:26,IIIT Pond,31.3
71106,18/04/2025,01:21:26,IIIT Pond,31.2
71107,18/04/2025,01:16:26,IIIT Pond,31.4
71108,18/04/2025,01:11:26,IIIT Pond,31.4
71109,18/04/2025,01:06:27,IIIT Pond,31.2
71110,18/04/2025,01:01:27,IIIT Pond,31.4
71111,18/04/2025,00:56:27,IIIT Pond,31.4
71112,18/04/2025,00:51:27,IIIT Pond,31.4
71113,18/04/2025,00:46:27,IIIT Pond,31.4
71114,18/04/2025,00:41:27,IIIT Pond,31.4
71115,18/04/2025,00:36:28,IIIT Pond,31.4
71116,18/04/2025,00:31:48,IIIT Pond,31.4
71117,18/04/2025,00:26:28,IIIT Pond,31.4
71118,18/04/2025,00:21:28,IIIT Pond,31.3
71119,18/04/2025,00:16:28,IIIT Pond,31.4
71120,18/04/2025,00:11:28,IIIT Pond,31.3
71121,18/04/2025,00:06:28,IIIT Pond,31.4
71122,18/04/2025,00:01:28,IIIT Pond,31.3
71123,17/04/2025,23:56:28,IIIT Pond,31.4
71124,17/04/2025,23:51:28,IIIT Pond,31.4
71125,17/04/2025,23:46:28,IIIT Pond,31.4
71126,17/04/2025,23:41:28,IIIT Pond,31.4
71127,17/04/2025,23:36:29,IIIT Pond,31.3
71128,17/04/2025,23:31:28,IIIT Pond,31.4
71129,17/04/2025,23:26:28,IIIT Pond,31.4
71130,17/04/2025,23:21:28,IIIT Pond,31.3
71131,17/04/2025,23:16:28,IIIT Pond,31.3
71132,17/04/2025,23:11:28,IIIT Pond,31.4
71133,17/04/2025,23:06:29,IIIT Pond,31.3
71134,17/04/2025,22:56:29,IIIT Pond,31.3
71135,17/04/2025,22:51:29,IIIT Pond,31.3
71136,17/04/2025,22:46:28,IIIT Pond,31.4
71137,17/04/2025,22:41:28,IIIT Pond,31.4
71138,17/04/2025,22:36:28,IIIT Pond,31.2
71139,17/04/2025,22:31:29,IIIT Pond,31.1
71140,17/04/2025,22:26:29,IIIT Pond,31.3
71141,17/04/2025,22:21:29,IIIT Pond,31.4
71142,17/04/2025,22:16:29,IIIT Pond,31.4
71143,17/04/2025,22:11:29,IIIT Pond,31.3
71144,17/04/2025,22:06:30,IIIT Pond,31.3
71145,17/04/2025,22:02:40,IIIT Pond,82.8
71146,17/04/2025,21:56:30,IIIT Pond,31.4
71147,17/04/2025,21:51:30,IIIT Pond,31.2
71148,17/04/2025,21:46:30,IIIT Pond,31.2
71149,17/04/2025,21:36:30,IIIT Pond,31.3
71150,17/04/2025,21:31:30,IIIT Pond,31.3
71151,17/04/2025,21:26:30,IIIT Pond,31.3
71152,17/04/2025,21:21:30,IIIT Pond,48.4
71153,17/04/2025,21:16:30,IIIT Pond,31.3
71154,17/04/2025,21:11:30,IIIT Pond,31.4
71155,17/04/2025,21:06:30,IIIT Pond,31.3
71156,17/04/2025,21:01:30,IIIT Pond,31.3
71157,17/04/2025,20:56:31,IIIT Pond,31
71158,17/04/2025,20:51:31,IIIT Pond,31.3
71159,17/04/2025,20:46:31,IIIT Pond,31.3
71160,17/04/2025,20:41:31,IIIT Pond,31.3
71161,17/04/2025,20:31:31,IIIT Pond,31.3
71162,17/04/2025,20:26:31,IIIT Pond,31.3
71163,17/04/2025,20:21:31,IIIT Pond,31.3
71164,17/04/2025,20:16:31,IIIT Pond,31.3
71165,17/04/2025,20:11:31,IIIT Pond,31.3
71166,17/04/2025,20:06:31,IIIT Pond,31.3
71167,17/04/2025,20:01:31,IIIT Pond,31.3
71168,17/04/2025,19:56:31,IIIT Pond,31.3
71169,17/04/2025,19:51:31,IIIT Pond,31.2
71170,17/04/2025,19:46:31,IIIT Pond,31.2
71171,17/04/2025,19:41:31,IIIT Pond,31.2
71172,17/04/2025,19:36:32,IIIT Pond,31.3
71173,17/04/2025,19:31:32,IIIT Pond,31.2
71174,17/04/2025,19:26:32,IIIT Pond,31.3
71175,17/04/2025,19:21:32,IIIT Pond,31.2
71176,17/04/2025,19:16:32,IIIT Pond,31.2
71177,17/04/2025,19:12:00,IIIT Pond,31.1
71178,17/04/2025,19:06:32,IIIT Pond,31.2
71179,17/04/2025,19:01:32,IIIT Pond,31.2
71180,17/04/2025,18:56:32,IIIT Pond,31.1
71181,17/04/2025,18:51:32,IIIT Pond,31.2
71182,17/04/2025,18:46:32,IIIT Pond,31.2
71183,17/04/2025,18:41:32,IIIT Pond,31.1
71184,17/04/2025,18:36:32,IIIT Pond,31.1
71185,17/04/2025,18:31:32,IIIT Pond,31.1
71186,17/04/2025,18:26:32,IIIT Pond,31.2
71187,17/04/2025,18:21:33,IIIT Pond,31.2
71188,17/04/2025,18:16:33,IIIT Pond,31.1
71189,17/04/2025,18:11:42,IIIT Pond,31.1
71190,17/04/2025,18:06:33,IIIT Pond,31.1
71191,17/04/2025,18:01:33,IIIT Pond,31.1
71192,17/04/2025,17:51:33,IIIT Pond,31.1
71193,17/04/2025,17:46:33,IIIT Pond,31
71194,17/04/2025,17:41:33,IIIT Pond,48.1
71195,17/04/2025,17:36:33,IIIT Pond,30.9
71196,17/04/2025,17:31:33,IIIT Pond,30.9
71197,17/04/2025,17:26:33,IIIT Pond,82.7
71198,17/04/2025,17:21:33,IIIT Pond,30.9
71199,17/04/2025,17:16:33,IIIT Pond,30.9
71200,17/04/2025,17:11:33,IIIT Pond,30.8
71201,17/04/2025,17:06:34,IIIT Pond,30.8
71202,17/04/2025,17:01:34,IIIT Pond,30.8
71203,17/04/2025,16:56:34,IIIT Pond,30.8
71204,17/04/2025,16:51:34,IIIT Pond,30.8
71205,17/04/2025,16:46:34,IIIT Pond,30.8
71206,17/04/2025,16:41:34,IIIT Pond,30.8
71207,17/04/2025,16:36:34,IIIT Pond,30.7
71208,17/04/2025,16:31:34,IIIT Pond,30.8
71209,17/04/2025,16:26:34,IIIT Pond,30.7
71210,17/04/2025,16:21:34,IIIT Pond,30.8
71211,17/04/2025,16:16:45,IIIT Pond,30.7
71212,17/04/2025,16:11:34,IIIT Pond,65.3
71213,17/04/2025,16:06:34,IIIT Pond,30.6
71214,17/04/2025,16:01:34,IIIT Pond,30.7
71215,17/04/2025,15:56:34,IIIT Pond,30.6
71216,17/04/2025,15:51:34,IIIT Pond,30.6
71217,17/04/2025,15:46:35,IIIT Pond,30.6
71218,17/04/2025,15:41:35,IIIT Pond,30.6
71219,17/04/2025,15:36:35,IIIT Pond,30.6
71220,17/04/2025,15:31:35,IIIT Pond,30.6
71221,17/04/2025,15:26:35,IIIT Pond,30.4
71222,17/04/2025,15:21:35,IIIT Pond,30.4
71223,17/04/2025,15:16:35,IIIT Pond,30.4
71224,17/04/2025,15:11:35,IIIT Pond,30.5
71225,17/04/2025,15:06:35,IIIT Pond,30.3
71226,17/04/2025,15:01:35,IIIT Pond,30.3
71227,17/04/2025,14:56:35,IIIT Pond,30.4
71228,17/04/2025,14:51:35,IIIT Pond,30.4
71229,17/04/2025,14:46:35,IIIT Pond,30.4
71230,17/04/2025,14:41:35,IIIT Pond,30.5
71231,17/04/2025,14:31:35,IIIT Pond,30.5
71232,17/04/2025,14:26:35,IIIT Pond,30.4
71233,17/04/2025,14:21:36,IIIT Pond,30.4
71234,17/04/2025,14:16:45,IIIT Pond,30.5
71235,17/04/2025,14:11:36,IIIT Pond,30.4
71236,17/04/2025,14:06:36,IIIT Pond,30.4
71237,17/04/2025,14:01:36,IIIT Pond,30.5
71238,17/04/2025,13:56:36,IIIT Pond,30.4
71239,17/04/2025,13:51:36,IIIT Pond,30.5
71240,17/04/2025,13:46:36,IIIT Pond,30.4
71241,17/04/2025,13:41:36,IIIT Pond,47.8
71242,17/04/2025,13:36:36,IIIT Pond,30.5
71243,17/04/2025,13:31:36,IIIT Pond,30.5
71244,17/04/2025,13:26:36,IIIT Pond,82.6
71245,17/04/2025,13:21:36,IIIT Pond,30.5
71246,17/04/2025,13:16:36,IIIT Pond,30.6
71247,17/04/2025,13:11:36,IIIT Pond,82.6
71248,17/04/2025,13:06:36,IIIT Pond,30.4
71249,17/04/2025,13:01:36,IIIT Pond,30.4
71250,17/04/2025,12:51:37,IIIT Pond,30.6
71251,17/04/2025,12:46:37,IIIT Pond,30.5
71252,17/04/2025,12:41:37,IIIT Pond,30.5
71253,17/04/2025,12:36:37,IIIT Pond,47.9
71254,17/04/2025,12:31:37,IIIT Pond,30.5
71255,17/04/2025,12:26:37,IIIT Pond,30.5
71256,17/04/2025,12:21:37,IIIT Pond,30.4
71257,17/04/2025,12:16:37,IIIT Pond,30.4
71258,17/04/2025,12:11:37,IIIT Pond,47.8
71259,17/04/2025,12:06:37,IIIT Pond,30.3
71260,17/04/2025,12:01:37,IIIT Pond,30.3
71261,17/04/2025,11:56:37,IIIT Pond,47.6
71262,17/04/2025,11:51:37,IIIT Pond,47.6
71263,17/04/2025,11:46:37,IIIT Pond,29.8
71264,17/04/2025,11:41:37,IIIT Pond,29.8
71265,17/04/2025,11:36:37,IIIT Pond,29.9
71266,17/04/2025,11:31:38,IIIT Pond,47.3
71267,17/04/2025,11:26:38,IIIT Pond,47.3
71268,17/04/2025,11:21:38,IIIT Pond,29.7
71269,17/04/2025,11:16:38,IIIT Pond,64.7
71270,17/04/2025,11:11:38,IIIT Pond,29.5
71271,17/04/2025,11:06:38,IIIT Pond,29.3
71272,17/04/2025,11:01:38,IIIT Pond,29.3
71273,17/04/2025,10:56:38,IIIT Pond,29.2
71274,17/04/2025,10:46:38,IIIT Pond,47.1
71275,17/04/2025,10:41:38,IIIT Pond,29.4
71276,17/04/2025,10:36:38,IIIT Pond,29.4
71277,17/04/2025,10:31:38,IIIT Pond,29.4
71278,17/04/2025,10:21:38,IIIT Pond,29.4
71279,17/04/2025,10:16:38,IIIT Pond,29.4
71280,17/04/2025,10:11:38,IIIT Pond,29.4
71281,17/04/2025,10:06:39,IIIT Pond,29.4
71282,17/04/2025,10:01:39,IIIT Pond,46.9
71283,17/04/2025,09:56:39,IIIT Pond,29.2
71284,17/04/2025,09:51:39,IIIT Pond,29.3
71285,17/04/2025,09:36:39,IIIT Pond,29.4
71286,17/04/2025,09:31:39,IIIT Pond,29.4
71287,17/04/2025,09:26:39,IIIT Pond,29.3
71288,17/04/2025,09:21:39,IIIT Pond,29.3
71289,17/04/2025,09:16:39,IIIT Pond,64.7
71290,17/04/2025,09:11:39,IIIT Pond,29.4
71291,17/04/2025,09:06:39,IIIT Pond,29.4
71292,17/04/2025,09:01:39,IIIT Pond,29.4
71293,17/04/2025,08:56:39,IIIT Pond,29.5
71294,17/04/2025,08:51:39,IIIT Pond,47.2
71295,17/04/2025,08:41:40,IIIT Pond,32.4
71296,17/04/2025,08:36:40,IIIT Pond,33.6
71297,17/04/2025,08:31:40,IIIT Pond,33.5
71298,17/04/2025,08:26:40,IIIT Pond,33.6
71299,17/04/2025,08:21:40,IIIT Pond,33.6
71300,17/04/2025,08:16:40,IIIT Pond,33.7
71301,17/04/2025,08:11:40,IIIT Pond,33.7
71302,17/04/2025,08:06:39,IIIT Pond,33.7
71303,17/04/2025,08:01:39,IIIT Pond,33.7
71304,17/04/2025,07:56:40,IIIT Pond,33.7
71305,17/04/2025,07:51:40,IIIT Pond,33.7
71306,17/04/2025,07:46:40,IIIT Pond,33.8
71307,17/04/2025,07:41:40,IIIT Pond,33.8
71308,17/04/2025,07:36:40,IIIT Pond,33.7
71309,17/04/2025,07:31:40,IIIT Pond,33.6
71310,17/04/2025,07:26:40,IIIT Pond,33.8
71311,17/04/2025,07:21:40,IIIT Pond,33.7
71312,17/04/2025,07:16:40,IIIT Pond,49.9
71313,17/04/2025,07:11:40,IIIT Pond,33.8
71314,17/04/2025,07:06:40,IIIT Pond,33.8
71315,17/04/2025,07:01:40,IIIT Pond,33.8
71316,17/04/2025,06:56:40,IIIT Pond,33.8
71317,17/04/2025,06:51:40,IIIT Pond,33.8
71318,17/04/2025,06:46:40,IIIT Pond,33.8
71319,17/04/2025,06:41:41,IIIT Pond,33.8
71320,17/04/2025,06:36:41,IIIT Pond,33.8
71321,17/04/2025,06:31:41,IIIT Pond,33.8
71322,17/04/2025,06:26:41,IIIT Pond,33.8
71323,17/04/2025,06:21:41,IIIT Pond,33.8
71324,17/04/2025,06:16:41,IIIT Pond,33.8
71325,17/04/2025,06:11:41,IIIT Pond,33.7
71326,17/04/2025,06:06:41,IIIT Pond,33.8
71327,17/04/2025,06:02:31,IIIT Pond,33.8
71328,17/04/2025,05:56:40,IIIT Pond,33.8
71329,17/04/2025,05:51:40,IIIT Pond,33.8
71330,17/04/2025,05:46:41,IIIT Pond,33.8
71331,17/04/2025,05:41:41,IIIT Pond,33.8
71332,17/04/2025,05:36:41,IIIT Pond,33.8
71333,17/04/2025,05:31:41,IIIT Pond,33.8
71334,17/04/2025,05:26:41,IIIT Pond,33.9
71335,17/04/2025,05:21:41,IIIT Pond,33.8
71336,17/04/2025,05:16:41,IIIT Pond,33.8
71337,17/04/2025,05:11:41,IIIT Pond,33.8
71338,17/04/2025,05:06:41,IIIT Pond,33.8
71339,17/04/2025,05:01:41,IIIT Pond,33.8
71340,17/04/2025,04:56:41,IIIT Pond,33.8
71341,17/04/2025,04:51:41,IIIT Pond,33.7
71342,17/04/2025,04:46:41,IIIT Pond,33.8
71343,17/04/2025,04:41:41,IIIT Pond,33.8
71344,17/04/2025,04:36:42,IIIT Pond,33.8
71345,17/04/2025,04:31:42,IIIT Pond,33.8
71346,17/04/2025,04:26:42,IIIT Pond,33.9
71347,17/04/2025,04:21:42,IIIT Pond,33.8
71348,17/04/2025,04:16:42,IIIT Pond,33.7
71349,17/04/2025,04:11:42,IIIT Pond,33.8
71350,17/04/2025,04:06:42,IIIT Pond,33.8
71351,17/04/2025,04:01:42,IIIT Pond,33.8
71352,17/04/2025,03:56:42,IIIT Pond,33.8
71353,17/04/2025,03:51:42,IIIT Pond,33.8
71354,17/04/2025,03:46:42,IIIT Pond,33.8
71355,17/04/2025,03:41:42,IIIT Pond,33.8
71356,17/04/2025,03:36:43,IIIT Pond,33.8
71357,17/04/2025,03:31:43,IIIT Pond,33.8
71358,17/04/2025,03:26:43,IIIT Pond,33.8
71359,17/04/2025,03:21:43,IIIT Pond,33.8
71360,17/04/2025,03:16:43,IIIT Pond,33.8
71361,17/04/2025,03:11:43,IIIT Pond,33.8
71362,17/04/2025,03:06:44,IIIT Pond,33.8
71363,17/04/2025,03:01:44,IIIT Pond,33.8
71364,17/04/2025,02:56:44,IIIT Pond,33.8
71365,17/04/2025,02:52:48,IIIT Pond,33.8
71366,17/04/2025,02:46:43,IIIT Pond,33.6
71367,17/04/2025,02:41:43,IIIT Pond,33.9
71368,17/04/2025,02:36:43,IIIT Pond,33.8
71369,17/04/2025,02:31:44,IIIT Pond,33.7
71370,17/04/2025,02:26:44,IIIT Pond,33.8
71371,17/04/2025,02:16:44,IIIT Pond,33.8
71372,17/04/2025,02:11:44,IIIT Pond,33.8
71373,17/04/2025,02:06:44,IIIT Pond,33.8
71374,17/04/2025,02:01:44,IIIT Pond,33.8
71375,17/04/2025,01:56:44,IIIT Pond,33.8
71376,17/04/2025,01:51:44,IIIT Pond,33.8
71377,17/04/2025,01:46:44,IIIT Pond,33.8
71378,17/04/2025,01:41:45,IIIT Pond,33.8
71379,17/04/2025,01:36:45,IIIT Pond,33.8
71380,17/04/2025,01:31:45,IIIT Pond,33.8
71381,17/04/2025,01:26:45,IIIT Pond,33.8
71382,17/04/2025,01:21:45,IIIT Pond,33.8
71383,17/04/2025,01:16:46,IIIT Pond,33.8
71384,17/04/2025,01:11:46,IIIT Pond,33.8
71385,17/04/2025,01:06:46,IIIT Pond,33.6
71386,17/04/2025,01:01:46,IIIT Pond,33.8
71387,17/04/2025,00:56:45,IIIT Pond,33.8
71388,17/04/2025,00:51:45,IIIT Pond,33.8
